OrderID,CustomerID,OrderDate,TotalAmount,Status,PaymentMethod,ShippingAddress
646,1945,2023-06-05 05:42:00,1970.57,Cancelled,Debit Card,"380 Main St, New York"
647,517,2023-05-14 04:02:00,1945.52,Shipped,Apple Pay,"774 Main St, New York"
648,786,2024-02-05 22:36:00,130.59,Shipped,Apple Pay,"79 Main St, Mumbai"
649,2069,2023-08-13 15:39:00,4032.17,Shipped,Debit Card,"70 Main St, Tokyo"
650,397,2023-04-04 15:49:00,4527.14,Delivered,Credit Card,"373 Main St, London"
651,724,2023-11-19 00:37:00,828.71,Cancelled,Debit Card,"40 Main St, Los Angeles"
652,224,2023-01-19 10:37:00,4194.41,Delivered,Debit Card,"82 Main St, Mumbai"
653,1023,2023-08-14 22:24:00,3354.82,Pending,Apple Pay,"812 Main St, London"
654,1237,2023-05-09 15:25:00,1423.68,Cancelled,Debit Card,"375 Main St, New York"
655,183,2023-05-28 17:28:00,656.89,Delivered,Debit Card,"398 Main St, Mumbai"
656,2067,2023-02-11 06:12:00,279.64,Delivered,Credit Card,"650 Main St, Tokyo"
657,1917,2023-06-20 16:13:00,2253.92,Pending,PayPal,"269 Main St, Tokyo"
658,2439,2023-08-18 01:18:00,446.75,Delivered,Debit Card,"198 Main St, Tokyo"
659,1078,2023-04-24 17:58:00,4538.77,Cancelled,Apple Pay,"128 Main St, Tokyo"
660,1043,2023-05-27 23:19:00,1651.83,Shipped,Debit Card,"576 Main St, New York"
661,251,2023-02-01 18:07:00,3012.28,Pending,PayPal,"185 Main St, New York"
662,60,2023-03-25 08:19:00,60.72,Pending,Credit Card,"359 Main St, Los Angeles"
663,916,2023-10-15 12:40:00,2549.55,Shipped,Debit Card,"318 Main St, Los Angeles"
664,2358,2023-02-08 17:32:00,664.16,Delivered,Apple Pay,"268 Main St, London"
665,1068,2023-11-27 23:35:00,2240.74,Shipped,Debit Card,"47 Main St, Los Angeles"
666,213,2023-10-05 23:03:00,704.3,Shipped,Apple Pay,"833 Main St, Tokyo"
667,457,2023-10-03 05:56:00,2117.81,Pending,Debit Card,"645 Main St, Mumbai"
668,2288,2023-10-29 17:36:00,2308.17,Shipped,Apple Pay,"240 Main St, London"
669,1500,2023-08-19 06:34:00,236.45,Pending,Credit Card,"796 Main St, New York"
670,704,2023-05-17 13:19:00,4941.94,Cancelled,PayPal,"938 Main St, New York"
671,1199,2023-03-31 05:52:00,1071.56,Pending,Apple Pay,"674 Main St, Mumbai"
672,1750,2023-03-05 11:16:00,3032.97,Shipped,Apple Pay,"256 Main St, Los Angeles"
673,855,2023-05-14 15:47:00,3198.06,Delivered,Apple Pay,"958 Main St, London"
674,703,2023-08-01 01:59:00,352.95,Delivered,Credit Card,"138 Main St, New York"
675,2477,2023-07-02 06:46:00,1618.04,Pending,PayPal,"882 Main St, Los Angeles"
676,392,2023-08-11 06:48:00,1218.05,Pending,PayPal,"417 Main St, Mumbai"
677,345,2023-07-14 20:47:00,3392.35,Shipped,Credit Card,"734 Main St, Los Angeles"
678,2198,2023-12-16 12:05:00,967.26,Pending,Debit Card,"779 Main St, Mumbai"
679,5,2023-04-05 07:28:00,4121.0,Delivered,Apple Pay,"758 Main St, Mumbai"
680,1689,2023-02-11 03:05:00,2618.91,Shipped,PayPal,"18 Main St, London"
681,2392,2024-02-10 03:30:00,2247.65,Pending,Credit Card,"70 Main St, Los Angeles"
682,2388,2023-07-16 10:10:00,4523.76,Delivered,Apple Pay,"421 Main St, Mumbai"
683,1208,2023-03-14 13:02:00,3958.7,Cancelled,Credit Card,"150 Main St, Tokyo"
684,2460,2023-09-05 17:47:00,2164.77,Delivered,Credit Card,"753 Main St, Tokyo"
685,1314,2023-03-27 03:21:00,817.62,Pending,Apple Pay,"617 Main St, Los Angeles"
686,396,2023-11-08 15:31:00,4404.59,Shipped,Debit Card,"268 Main St, London"
687,1747,2023-04-23 00:59:00,3679.54,Delivered,Apple Pay,"298 Main St, Tokyo"
688,1255,2023-03-31 08:58:00,1012.54,Pending,PayPal,"29 Main St, Mumbai"
689,1762,2023-05-25 21:09:00,4843.58,Shipped,PayPal,"586 Main St, Los Angeles"
690,779,2023-10-31 16:30:00,1209.15,Shipped,Credit Card,"342 Main St, Los Angeles"
691,1588,2023-10-04 17:27:00,291.77,Pending,PayPal,"594 Main St, Tokyo"
692,1233,2024-01-24 08:41:00,1545.22,Delivered,PayPal,"563 Main St, Los Angeles"
693,2346,2024-02-24 20:23:00,1731.69,Delivered,Debit Card,"160 Main St, Mumbai"
694,211,2023-05-24 10:23:00,1431.94,Shipped,Apple Pay,"634 Main St, Tokyo"
695,2088,2023-06-04 02:12:00,1578.97,Pending,Credit Card,"858 Main St, London"
696,1837,2023-02-22 07:21:00,4138.88,Delivered,Apple Pay,"63 Main St, Tokyo"
697,102,2024-02-29 05:33:00,491.37,Pending,Apple Pay,"395 Main St, New York"
698,2461,2023-02-05 11:29:00,1080.87,Cancelled,PayPal,"947 Main St, Tokyo"
699,579,2023-10-20 16:26:00,3868.21,Pending,PayPal,"851 Main St, London"
700,1897,2023-08-18 22:02:00,339.21,Shipped,PayPal,"670 Main St, Tokyo"
701,748,2024-01-29 12:26:00,1989.5,Delivered,PayPal,"338 Main St, Mumbai"
702,1060,2023-04-30 09:19:00,3960.53,Cancelled,Debit Card,"778 Main St, Tokyo"
703,1825,2023-11-07 23:49:00,1991.92,Pending,Apple Pay,"376 Main St, Los Angeles"
704,2025,2023-01-21 12:44:00,4030.89,Shipped,Debit Card,"550 Main St, New York"
705,2123,2023-03-20 15:20:00,3564.24,Pending,Debit Card,"901 Main St, New York"
706,78,2023-03-13 13:09:00,3706.01,Shipped,PayPal,"130 Main St, Tokyo"
707,307,2023-08-12 21:37:00,4142.85,Cancelled,Debit Card,"490 Main St, London"
708,1755,2023-10-16 17:21:00,4835.85,Delivered,Apple Pay,"790 Main St, Los Angeles"
709,1492,2023-03-01 07:49:00,1182.09,Delivered,Credit Card,"846 Main St, Tokyo"
710,2496,2023-01-06 12:50:00,2457.82,Pending,Credit Card,"813 Main St, London"
711,1676,2023-08-23 03:54:00,2000.57,Cancelled,Credit Card,"723 Main St, New York"
712,1258,2023-08-07 02:03:00,2828.22,Cancelled,PayPal,"962 Main St, Tokyo"
713,1103,2023-04-14 11:39:00,2251.82,Cancelled,Debit Card,"631 Main St, Mumbai"
714,616,2024-01-05 00:46:00,3246.5,Shipped,Debit Card,"549 Main St, New York"
715,2255,2023-11-26 13:20:00,1301.5,Cancelled,Debit Card,"9 Main St, Mumbai"
716,1974,2023-07-08 07:14:00,3766.88,Delivered,Debit Card,"86 Main St, Mumbai"
717,2277,2023-05-19 11:52:00,3547.51,Shipped,PayPal,"547 Main St, Mumbai"
718,556,2023-08-12 23:59:00,3457.28,Pending,Apple Pay,"693 Main St, Tokyo"
719,2100,2024-02-27 03:11:00,1483.8,Pending,Debit Card,"354 Main St, Tokyo"
720,734,2023-02-12 00:18:00,4136.57,Pending,Credit Card,"294 Main St, Mumbai"
721,134,2024-01-17 13:15:00,2232.05,Pending,PayPal,"450 Main St, Tokyo"
722,1548,2023-08-28 11:05:00,1588.59,Pending,Debit Card,"299 Main St, London"
723,1025,2023-03-04 08:44:00,500.62,Shipped,Debit Card,"588 Main St, Tokyo"
724,1353,2023-04-13 07:57:00,799.48,Shipped,PayPal,"471 Main St, Mumbai"
725,23,2023-03-27 06:23:00,2626.67,Delivered,Debit Card,"349 Main St, New York"
726,1859,2023-01-17 01:52:00,4872.72,Pending,Apple Pay,"255 Main St, Mumbai"
727,616,2023-04-08 21:02:00,4678.9,Delivered,Credit Card,"854 Main St, New York"
728,1099,2023-05-30 02:06:00,3924.03,Delivered,Apple Pay,"550 Main St, Tokyo"
729,112,2023-01-24 11:43:00,2259.39,Shipped,Debit Card,"314 Main St, Mumbai"
730,366,2024-01-07 11:59:00,3465.77,Cancelled,Credit Card,"195 Main St, Mumbai"
731,1903,2023-05-19 15:04:00,4044.89,Shipped,PayPal,"234 Main St, New York"
732,280,2024-02-06 14:15:00,2406.37,Pending,PayPal,"628 Main St, Tokyo"
733,1625,2023-08-03 11:22:00,3872.61,Cancelled,Apple Pay,"157 Main St, Los Angeles"
734,1502,2023-08-23 19:56:00,3942.32,Cancelled,Apple Pay,"824 Main St, New York"
735,789,2024-02-01 22:09:00,2321.24,Pending,Debit Card,"263 Main St, New York"
736,672,2023-11-02 16:56:00,4606.9,Cancelled,Debit Card,"384 Main St, Mumbai"
737,676,2023-06-16 09:54:00,876.24,Cancelled,Debit Card,"685 Main St, London"
738,664,2023-10-10 05:35:00,2557.09,Delivered,PayPal,"267 Main St, Los Angeles"
739,1966,2023-08-14 22:38:00,1099.45,Shipped,PayPal,"788 Main St, Tokyo"
740,22,2023-07-28 18:04:00,1154.54,Pending,Apple Pay,"12 Main St, London"
741,2092,2023-10-22 17:13:00,1792.53,Pending,PayPal,"526 Main St, Mumbai"
742,2091,2023-03-02 03:54:00,4410.16,Cancelled,Debit Card,"828 Main St, New York"
743,2446,2023-07-01 10:30:00,4390.28,Delivered,Apple Pay,"846 Main St, New York"
744,2437,2024-02-09 01:21:00,2641.26,Delivered,Credit Card,"825 Main St, Mumbai"
745,352,2023-03-16 13:55:00,1594.4,Cancelled,PayPal,"530 Main St, London"
746,2328,2023-05-01 21:16:00,3173.0,Delivered,Debit Card,"479 Main St, Tokyo"
747,1674,2023-12-27 03:48:00,70.03,Pending,Debit Card,"571 Main St, London"
748,1806,2023-01-27 05:25:00,2752.05,Cancelled,Debit Card,"735 Main St, New York"
749,2367,2023-05-08 13:31:00,3549.68,Cancelled,Credit Card,"404 Main St, Los Angeles"
750,1485,2023-11-10 04:54:00,4297.28,Pending,PayPal,"853 Main St, Los Angeles"
751,650,2023-12-16 05:05:00,3700.19,Delivered,Apple Pay,"85 Main St, London"
752,1967,2023-08-17 15:30:00,3645.79,Delivered,Credit Card,"199 Main St, Tokyo"
753,1932,2023-06-02 23:57:00,4054.46,Shipped,Apple Pay,"34 Main St, Mumbai"
754,2273,2023-07-11 17:09:00,2166.7,Cancelled,Credit Card,"848 Main St, London"
755,2089,2023-05-15 11:35:00,4970.93,Shipped,Credit Card,"649 Main St, Mumbai"
756,1083,2023-07-24 20:52:00,2808.2,Cancelled,Debit Card,"113 Main St, Los Angeles"
757,2199,2023-11-27 13:31:00,4962.09,Pending,PayPal,"541 Main St, Tokyo"
758,1930,2023-03-26 12:47:00,4633.54,Delivered,Debit Card,"315 Main St, London"
759,1671,2023-10-05 05:00:00,2256.78,Shipped,PayPal,"790 Main St, Mumbai"
760,1180,2023-06-30 02:40:00,2572.55,Pending,PayPal,"382 Main St, Tokyo"
761,2094,2023-12-04 17:10:00,1359.97,Delivered,Credit Card,"406 Main St, Los Angeles"
762,687,2023-05-25 12:13:00,2220.12,Pending,Apple Pay,"578 Main St, Los Angeles"
763,1301,2023-04-09 20:47:00,3046.52,Shipped,Apple Pay,"623 Main St, Mumbai"
764,1823,2024-02-20 07:15:00,737.29,Cancelled,Debit Card,"536 Main St, London"
765,399,2023-08-14 02:21:00,4549.7,Cancelled,Debit Card,"834 Main St, Mumbai"
766,2205,2024-02-15 23:35:00,2968.4,Shipped,PayPal,"941 Main St, Los Angeles"
767,525,2023-01-12 03:20:00,188.04,Cancelled,Credit Card,"224 Main St, London"
768,118,2023-06-17 14:52:00,3896.33,Pending,Apple Pay,"60 Main St, Tokyo"
769,604,2023-11-04 13:08:00,3890.59,Pending,Apple Pay,"809 Main St, New York"
770,70,2023-06-17 02:22:00,666.97,Delivered,PayPal,"485 Main St, New York"
771,2105,2023-06-10 00:26:00,3848.63,Delivered,Debit Card,"707 Main St, New York"
772,790,2023-04-30 11:38:00,398.43,Delivered,Apple Pay,"978 Main St, Mumbai"
773,1711,2023-08-09 05:06:00,907.07,Delivered,Credit Card,"952 Main St, London"
774,2493,2023-09-26 16:32:00,3131.95,Pending,Debit Card,"780 Main St, Tokyo"
775,147,2023-11-01 08:41:00,4605.55,Delivered,Credit Card,"397 Main St, London"
776,495,2023-11-27 20:52:00,233.52,Shipped,PayPal,"165 Main St, Mumbai"
777,2480,2023-01-12 15:01:00,3182.27,Delivered,Apple Pay,"450 Main St, Tokyo"
778,806,2023-05-05 18:59:00,3577.46,Shipped,Credit Card,"290 Main St, Tokyo"
779,1282,2023-03-22 01:37:00,617.82,Cancelled,Credit Card,"420 Main St, Los Angeles"
780,1952,2024-02-10 14:47:00,3474.04,Cancelled,Debit Card,"15 Main St, New York"
781,1271,2023-09-01 07:07:00,3568.02,Delivered,Apple Pay,"134 Main St, Mumbai"
782,1343,2023-03-22 11:03:00,4259.55,Cancelled,Apple Pay,"459 Main St, Los Angeles"
783,1978,2023-11-17 06:08:00,3732.0,Shipped,Apple Pay,"902 Main St, London"
784,1260,2023-06-16 14:00:00,4504.77,Pending,Debit Card,"571 Main St, London"
785,943,2023-07-29 16:50:00,3035.77,Cancelled,PayPal,"670 Main St, Mumbai"
786,1332,2023-05-01 06:29:00,1108.41,Shipped,Debit Card,"517 Main St, Mumbai"
787,2027,2023-11-21 15:37:00,1531.01,Shipped,Credit Card,"525 Main St, Tokyo"
788,2370,2023-11-08 17:13:00,2581.8,Shipped,Apple Pay,"619 Main St, Tokyo"
789,1729,2023-03-24 19:00:00,1917.0,Cancelled,PayPal,"119 Main St, Mumbai"
790,2491,2023-01-19 21:30:00,1645.8,Delivered,Apple Pay,"167 Main St, Mumbai"
791,1943,2024-02-09 05:06:00,1268.33,Delivered,Debit Card,"378 Main St, Mumbai"
792,1801,2024-02-13 22:27:00,625.32,Cancelled,Credit Card,"433 Main St, New York"
793,1233,2023-07-23 18:10:00,1220.99,Pending,PayPal,"819 Main St, Mumbai"
794,1152,2023-11-26 06:41:00,3722.24,Cancelled,PayPal,"672 Main St, Tokyo"
795,110,2023-05-25 21:19:00,3359.77,Shipped,PayPal,"991 Main St, Tokyo"
796,697,2024-02-11 22:14:00,1659.36,Delivered,PayPal,"27 Main St, Mumbai"
797,1959,2023-03-29 09:43:00,2155.61,Cancelled,PayPal,"248 Main St, New York"
798,1913,2023-08-18 21:34:00,792.08,Cancelled,Credit Card,"447 Main St, Mumbai"
799,1523,2023-06-25 21:12:00,3866.12,Shipped,Debit Card,"34 Main St, New York"
800,2120,2023-01-05 21:06:00,2881.31,Delivered,Credit Card,"824 Main St, Tokyo"
801,1144,2024-01-24 03:55:00,4755.19,Delivered,Apple Pay,"161 Main St, Tokyo"
802,1395,2023-02-13 17:51:00,3085.75,Cancelled,Debit Card,"512 Main St, Mumbai"
803,1918,2023-09-16 15:39:00,4240.05,Shipped,PayPal,"43 Main St, Los Angeles"
804,928,2023-03-23 15:38:00,3970.63,Pending,PayPal,"936 Main St, Mumbai"
805,1894,2024-01-01 11:45:00,1411.91,Shipped,Credit Card,"277 Main St, New York"
806,841,2023-05-10 15:02:00,3849.19,Pending,Apple Pay,"996 Main St, London"
807,1122,2024-01-17 08:25:00,4567.02,Pending,Credit Card,"539 Main St, London"
808,1477,2023-11-24 16:50:00,4152.33,Delivered,PayPal,"250 Main St, New York"
809,1904,2023-09-12 15:05:00,3409.39,Shipped,Apple Pay,"154 Main St, Mumbai"
810,2463,2023-03-28 11:05:00,2108.1,Delivered,Credit Card,"360 Main St, Tokyo"
811,158,2023-08-27 17:24:00,3858.99,Shipped,Apple Pay,"75 Main St, Tokyo"
812,1678,2024-01-03 10:12:00,2535.14,Shipped,PayPal,"500 Main St, New York"
813,550,2023-07-13 16:17:00,3415.83,Pending,Debit Card,"716 Main St, Los Angeles"
814,1454,2023-09-20 13:15:00,1652.17,Cancelled,Apple Pay,"940 Main St, New York"
815,1808,2023-06-28 22:00:00,3535.09,Delivered,PayPal,"163 Main St, Mumbai"
816,629,2023-06-26 05:39:00,328.99,Shipped,PayPal,"729 Main St, New York"
817,1319,2023-12-25 21:50:00,3808.84,Delivered,Credit Card,"591 Main St, Mumbai"
818,302,2023-04-09 03:37:00,2983.95,Pending,Debit Card,"16 Main St, New York"
819,830,2023-10-09 22:55:00,3970.02,Delivered,Apple Pay,"705 Main St, Mumbai"
820,451,2023-02-02 09:54:00,4676.55,Cancelled,Apple Pay,"848 Main St, London"
821,186,2023-02-20 21:43:00,3289.45,Shipped,PayPal,"306 Main St, Mumbai"
822,1343,2023-08-29 21:07:00,87.7,Delivered,Credit Card,"700 Main St, London"
823,2155,2023-03-16 15:26:00,4818.31,Pending,PayPal,"237 Main St, Los Angeles"
824,1805,2023-02-22 23:17:00,1433.17,Pending,Debit Card,"311 Main St, Los Angeles"
825,1236,2024-01-04 15:56:00,1026.5,Pending,Apple Pay,"389 Main St, New York"
826,1054,2023-07-10 10:50:00,4225.5,Delivered,Apple Pay,"853 Main St, London"
827,267,2023-11-13 13:43:00,2075.71,Shipped,Credit Card,"402 Main St, Mumbai"
828,779,2023-08-17 22:16:00,880.33,Pending,PayPal,"973 Main St, Mumbai"
829,2166,2023-10-23 16:21:00,3337.59,Shipped,Credit Card,"86 Main St, Mumbai"
830,613,2024-02-11 05:36:00,878.28,Pending,Credit Card,"712 Main St, Los Angeles"
831,206,2023-08-11 06:07:00,4278.15,Delivered,PayPal,"150 Main St, Los Angeles"
832,735,2024-02-14 02:54:00,4473.02,Shipped,Debit Card,"460 Main St, Tokyo"
833,2338,2023-01-27 16:33:00,2614.37,Shipped,Apple Pay,"295 Main St, Mumbai"
834,814,2023-12-12 02:57:00,2905.03,Cancelled,PayPal,"680 Main St, Tokyo"
835,2105,2023-04-23 07:09:00,2580.11,Delivered,Debit Card,"57 Main St, Mumbai"
836,101,2023-10-03 17:48:00,3210.9,Shipped,Debit Card,"989 Main St, Mumbai"
837,722,2023-03-29 07:23:00,895.23,Pending,PayPal,"912 Main St, Tokyo"
838,1580,2023-10-25 22:59:00,2555.57,Cancelled,PayPal,"558 Main St, London"
839,422,2023-12-30 17:36:00,4767.05,Cancelled,Debit Card,"636 Main St, Los Angeles"
840,1076,2023-11-29 21:55:00,2434.04,Pending,PayPal,"820 Main St, New York"
841,1111,2023-10-28 19:32:00,1622.8,Pending,Credit Card,"586 Main St, Mumbai"
842,954,2023-10-12 02:12:00,2467.72,Shipped,Apple Pay,"538 Main St, Los Angeles"
843,2212,2023-05-08 05:07:00,4619.28,Delivered,Apple Pay,"998 Main St, Mumbai"
844,1406,2024-02-22 20:41:00,1802.23,Delivered,Credit Card,"952 Main St, London"
845,45,2023-10-28 04:30:00,2762.19,Pending,Apple Pay,"704 Main St, Mumbai"
846,1405,2023-08-25 07:13:00,1811.72,Shipped,Apple Pay,"84 Main St, London"
847,2124,2023-01-23 12:33:00,827.22,Pending,PayPal,"194 Main St, New York"
848,984,2023-01-05 02:04:00,1969.2,Delivered,Credit Card,"943 Main St, New York"
849,1455,2023-01-06 01:44:00,1878.53,Cancelled,PayPal,"580 Main St, Los Angeles"
850,2237,2023-04-19 18:08:00,588.53,Cancelled,Debit Card,"518 Main St, Mumbai"
851,873,2023-03-24 23:29:00,772.91,Shipped,Credit Card,"330 Main St, Tokyo"
852,1347,2023-07-02 18:49:00,415.31,Cancelled,Credit Card,"23 Main St, New York"
853,760,2023-06-28 18:44:00,1726.38,Shipped,Debit Card,"756 Main St, New York"
854,1987,2023-11-15 01:38:00,684.84,Pending,Apple Pay,"698 Main St, London"
855,5,2023-06-17 15:20:00,1456.45,Pending,Apple Pay,"185 Main St, Mumbai"
856,592,2024-02-12 11:19:00,2474.52,Shipped,Debit Card,"899 Main St, Mumbai"
857,1797,2023-12-22 15:42:00,3429.12,Pending,Credit Card,"72 Main St, London"
858,1174,2023-02-10 22:57:00,2575.73,Shipped,PayPal,"54 Main St, Los Angeles"
859,521,2023-12-27 20:20:00,3254.38,Cancelled,Apple Pay,"962 Main St, Tokyo"
860,1770,2023-08-09 21:05:00,3757.28,Shipped,Debit Card,"36 Main St, New York"
861,2096,2023-02-07 03:10:00,3926.46,Shipped,Credit Card,"421 Main St, Tokyo"
862,1146,2023-11-20 05:42:00,668.79,Pending,Credit Card,"615 Main St, Tokyo"
863,877,2023-08-24 09:37:00,2763.31,Cancelled,PayPal,"754 Main St, New York"
864,2378,2023-05-30 18:41:00,4581.49,Pending,PayPal,"777 Main St, Tokyo"
865,656,2023-10-25 03:06:00,2306.0,Cancelled,Credit Card,"447 Main St, New York"
866,329,2023-11-17 09:13:00,2589.57,Cancelled,Credit Card,"934 Main St, Mumbai"
867,59,2023-10-19 01:55:00,4032.04,Shipped,Credit Card,"529 Main St, Tokyo"
868,1596,2023-02-12 05:39:00,1624.22,Shipped,Debit Card,"61 Main St, New York"
869,870,2023-09-07 11:32:00,2677.38,Shipped,Debit Card,"756 Main St, New York"
870,780,2023-01-27 17:13:00,4162.05,Cancelled,Credit Card,"612 Main St, Tokyo"
871,1202,2023-11-23 14:28:00,3868.01,Delivered,PayPal,"151 Main St, London"
872,2343,2023-02-24 04:12:00,1490.2,Cancelled,PayPal,"760 Main St, Mumbai"
873,1499,2023-09-08 11:47:00,796.31,Cancelled,Apple Pay,"432 Main St, London"
874,1672,2023-10-02 15:51:00,1803.37,Delivered,PayPal,"968 Main St, London"
875,95,2023-01-19 11:39:00,1366.01,Pending,PayPal,"657 Main St, New York"
876,795,2023-10-26 09:05:00,1357.5,Pending,Apple Pay,"722 Main St, London"
877,1670,2023-07-12 17:49:00,504.15,Pending,PayPal,"420 Main St, London"
878,2162,2023-12-19 13:53:00,3347.09,Shipped,Apple Pay,"488 Main St, Mumbai"
879,1154,2023-05-25 22:31:00,237.64,Delivered,Debit Card,"380 Main St, New York"
880,298,2023-06-15 02:56:00,1101.85,Cancelled,Credit Card,"385 Main St, New York"
881,318,2023-12-14 17:14:00,3781.78,Pending,PayPal,"804 Main St, New York"
882,1909,2023-04-17 17:38:00,3918.55,Cancelled,PayPal,"927 Main St, Tokyo"
883,1955,2023-08-16 20:47:00,4006.95,Pending,Debit Card,"969 Main St, New York"
884,2101,2023-04-25 08:49:00,4604.31,Delivered,Apple Pay,"805 Main St, Tokyo"
885,1732,2023-02-01 16:07:00,4211.05,Pending,Debit Card,"743 Main St, Mumbai"
886,2274,2023-05-09 10:45:00,4827.96,Delivered,Credit Card,"697 Main St, Tokyo"
887,2362,2023-03-22 22:47:00,143.71,Shipped,Debit Card,"688 Main St, Los Angeles"
888,1434,2023-07-19 19:17:00,720.89,Shipped,Debit Card,"788 Main St, Mumbai"
889,2362,2024-01-01 13:17:00,3065.66,Pending,Apple Pay,"292 Main St, New York"
890,741,2023-04-06 19:25:00,2286.44,Shipped,PayPal,"534 Main St, London"
891,353,2023-01-27 01:13:00,4840.77,Shipped,PayPal,"689 Main St, Mumbai"
892,2250,2023-08-24 04:01:00,3588.62,Shipped,Debit Card,"328 Main St, Tokyo"
893,303,2023-08-19 10:12:00,1889.03,Delivered,Apple Pay,"782 Main St, Tokyo"
894,1729,2023-01-08 09:51:00,3246.11,Pending,PayPal,"970 Main St, Tokyo"
895,1084,2023-12-07 06:29:00,4627.77,Shipped,Credit Card,"794 Main St, New York"
896,1503,2023-07-24 14:59:00,4754.87,Delivered,Debit Card,"399 Main St, New York"
897,36,2023-08-20 09:36:00,4264.87,Pending,Apple Pay,"382 Main St, London"
898,2327,2023-11-07 06:08:00,978.58,Delivered,Debit Card,"662 Main St, New York"
899,1918,2023-12-04 16:55:00,4241.23,Delivered,Debit Card,"439 Main St, London"
900,1613,2023-04-29 13:25:00,4315.22,Pending,Credit Card,"683 Main St, Mumbai"
901,643,2023-09-12 00:13:00,1446.89,Shipped,PayPal,"95 Main St, Mumbai"
902,462,2023-05-13 11:43:00,1936.44,Shipped,Credit Card,"274 Main St, London"
903,2194,2023-02-20 01:55:00,71.31,Pending,Credit Card,"446 Main St, Los Angeles"
904,2184,2023-07-31 07:14:00,1678.26,Delivered,Credit Card,"160 Main St, New York"
905,494,2024-01-26 18:26:00,4558.9,Delivered,PayPal,"471 Main St, New York"
906,1354,2023-04-16 09:37:00,4280.98,Shipped,PayPal,"240 Main St, Mumbai"
907,257,2023-07-07 04:17:00,1690.3,Pending,Debit Card,"157 Main St, London"
908,1251,2024-01-27 00:20:00,449.96,Shipped,PayPal,"464 Main St, Los Angeles"
909,2239,2023-10-19 09:32:00,770.34,Cancelled,PayPal,"816 Main St, Los Angeles"
910,1835,2024-02-07 14:34:00,3304.97,Shipped,PayPal,"462 Main St, Mumbai"
911,1150,2023-04-22 08:30:00,3401.32,Cancelled,PayPal,"868 Main St, London"
912,1998,2023-03-06 23:06:00,2154.58,Cancelled,Debit Card,"672 Main St, Los Angeles"
913,2410,2023-11-19 05:37:00,208.71,Cancelled,Credit Card,"882 Main St, Mumbai"
914,1064,2023-11-08 20:18:00,3052.77,Shipped,PayPal,"202 Main St, Mumbai"
915,1760,2024-02-26 16:28:00,526.31,Shipped,Credit Card,"577 Main St, Mumbai"
916,2205,2024-01-25 18:50:00,1336.86,Pending,PayPal,"398 Main St, New York"
917,440,2023-08-13 04:06:00,278.66,Pending,Debit Card,"694 Main St, Mumbai"
918,2260,2024-02-21 15:20:00,2369.33,Shipped,PayPal,"844 Main St, Tokyo"
919,399,2023-01-20 22:54:00,2528.37,Pending,Credit Card,"725 Main St, Tokyo"
920,334,2024-02-04 02:12:00,1625.95,Shipped,Debit Card,"82 Main St, New York"
921,2238,2023-11-19 21:24:00,2890.1,Delivered,Debit Card,"335 Main St, Mumbai"
922,829,2023-10-27 09:47:00,4669.81,Shipped,Debit Card,"757 Main St, London"
923,616,2023-02-27 10:18:00,2518.63,Cancelled,Apple Pay,"885 Main St, New York"
924,812,2023-09-23 09:41:00,1096.83,Cancelled,PayPal,"272 Main St, Los Angeles"
925,530,2023-02-21 04:27:00,1154.79,Shipped,Apple Pay,"124 Main St, Tokyo"
926,1457,2023-07-09 02:25:00,1869.49,Shipped,Credit Card,"947 Main St, Tokyo"
927,1862,2023-11-16 04:51:00,1400.83,Cancelled,PayPal,"58 Main St, Tokyo"
928,1365,2023-07-18 03:09:00,927.25,Shipped,Debit Card,"901 Main St, Tokyo"
929,96,2023-08-24 19:31:00,1424.87,Pending,Debit Card,"758 Main St, Mumbai"
930,1988,2023-06-21 04:41:00,2739.22,Shipped,PayPal,"644 Main St, Mumbai"
931,648,2023-07-28 18:30:00,4014.61,Cancelled,Apple Pay,"823 Main St, New York"
932,332,2023-02-11 17:45:00,399.8,Shipped,Debit Card,"678 Main St, Mumbai"
933,1636,2023-01-22 21:25:00,4539.23,Shipped,PayPal,"450 Main St, London"
934,2139,2023-07-30 02:23:00,575.96,Shipped,PayPal,"36 Main St, New York"
935,1802,2023-04-03 14:29:00,2951.58,Delivered,PayPal,"272 Main St, Mumbai"
936,258,2024-01-10 17:58:00,4248.15,Delivered,Credit Card,"614 Main St, New York"
937,2269,2023-10-07 09:09:00,4699.86,Cancelled,Apple Pay,"561 Main St, Los Angeles"
938,190,2023-12-27 07:39:00,2438.01,Cancelled,Apple Pay,"386 Main St, Los Angeles"
939,2496,2023-05-19 00:34:00,2083.92,Cancelled,Apple Pay,"174 Main St, Tokyo"
940,1631,2023-06-29 23:19:00,4205.26,Cancelled,Credit Card,"706 Main St, Los Angeles"
941,2145,2023-05-07 22:45:00,3518.1,Pending,Apple Pay,"776 Main St, Los Angeles"
942,1829,2023-10-05 21:02:00,1150.26,Cancelled,Apple Pay,"786 Main St, Mumbai"
943,418,2023-08-25 08:53:00,165.89,Shipped,Credit Card,"922 Main St, Tokyo"
944,1808,2023-02-26 10:52:00,2787.34,Cancelled,PayPal,"988 Main St, Los Angeles"
945,1480,2023-06-08 23:20:00,4988.6,Pending,Credit Card,"632 Main St, Los Angeles"
946,352,2023-02-06 13:58:00,4854.67,Shipped,PayPal,"870 Main St, Tokyo"
