Website,Order ID,Order Date,Purchase Order Number,Currency,Unit Price,Unit Price Tax,Shipping Charge,Total Discounts,Total Owed,Shipment Item Subtotal,Shipment Item Subtotal Tax,ASIN,Product Condition,Quantity,Payment Instrument Type,Order Status,Shipment Status,Ship Date,Shipping Option,Shipping Address,Billing Address,Carrier Name & Tracking Number,Product Name,Gift Message,Gift Sender Name,Gift Recipient Contact Details,Item Serial Number
Best Buy,ORD484490,02-06-2025,PO62059,EUR,760.66,56.49,19.93,1565.5,8399.5,9888.58,1485.37,B02769836,New,13,Credit Card,Pending,Pending,26-03-2025,Same-Day,"657 Main St, City 70, USA","105 Elm St, City 42, USA",FedEx - TRK282576,Product-200,,Alice,Emma Smith,SN197476
eBay,ORD692032,26-09-2025,PO25143,EUR,351.52,24.94,18.19,416.11,1736.14,2109.12,282.78,B02692709,New,6,PayPal,Processing,In Transit,06-02-2025,Same-Day,"877 Main St, City 26, USA","447 Elm St, City 44, USA",DHL - TRK810291,Product-166,,Alice,,SN523690
eBay,ORD541112,27-02-2025,PO29175,USD,866.71,79.11,33.46,979.41,16467.36,17334.2,2523.36,B05079285,Used - Good,20,Credit Card,Processing,In Transit,25-03-2025,Expedited,"534 Main St, City 100, USA","232 Elm St, City 53, USA",UPS - TRK507140,Product-486,,Alice,,SN820994
Best Buy,ORD553763,01-10-2025,PO85602,USD,96.91,9.39,43.99,176.96,1814.62,1938.2,128.31,B08195433,Used - Good,20,Debit Card,Shipped,Delivered,11-08-2025,Standard,"908 Main St, City 82, USA","87 Elm St, City 89, USA",DHL - TRK364445,Product-156,,David,John Doe,SN430404
eBay,ORD620511,13-10-2025,PO95150,USD,217.24,11.11,36.3,12.97,468.92,434.48,34.03,B02105129,Used - Good,2,PayPal,Processing,In Transit,25-12-2025,Expedited,"496 Main St, City 73, USA","230 Elm St, City 35, USA",UPS - TRK308631,Product-462,,Bob,,SN416311
Best Buy,ORD817440,19-07-2025,PO69740,USD,451.92,86.22,46.92,242.6,3053.98,3163.44,432.79,B07554700,Used - Good,7,Debit Card,Shipped,Delivered,11-01-2025,Same-Day,"541 Main St, City 15, USA","863 Elm St, City 18, USA",FedEx - TRK419421,Product-712,Enjoy your gift!,Bob,Emma Smith,SN830251
Best Buy,ORD497815,14-08-2025,PO43973,EUR,57.8,7.16,10.26,44.49,1013.33,1040.4,109.07,B03274343,Used - Good,18,PayPal,Shipped,In Transit,18-07-2025,Expedited,"267 Main St, City 43, USA","421 Elm St, City 89, USA",DHL - TRK830478,Product-353,Best Wishes!,,Michael Brown,SN179738
Amazon,ORD412311,01-11-2025,PO67404,EUR,654.8,118.51,23.93,326.48,3744.76,3928.8,754.92,B08979498,Used - Acceptable,6,Debit Card,Processing,Delivered,02-09-2025,Standard,"409 Main St, City 49, USA","654 Elm St, City 39, USA",DHL - TRK561439,Product-295,Best Wishes!,Charlie,Michael Brown,SN707284
eBay,ORD318167,27-01-2025,PO66358,GBP,385.59,56.48,48.57,603.37,4899.94,5398.26,496.46,B01711337,Used - Good,14,PayPal,Shipped,Delivered,15-04-2025,Expedited,"11 Main St, City 77, USA","985 Elm St, City 71, USA",UPS - TRK718736,Product-123,,Charlie,John Doe,SN741718
Best Buy,ORD568404,23-04-2025,PO17547,GBP,769.28,93.72,14.4,195.93,3758.59,3846.4,286.43,B01055157,New,5,PayPal,Shipped,Pending,13-12-2025,Expedited,"889 Main St, City 63, USA","101 Elm St, City 25, USA",FedEx - TRK240636,Product-347,Best Wishes!,Charlie,,SN798534
eBay,ORD718030,26-07-2025,PO86292,EUR,579.53,106.44,16.6,1195.61,7620.38,8692.95,1530.38,B05402160,Used - Acceptable,15,Debit Card,Shipped,Pending,25-10-2025,Standard,"839 Main St, City 95, USA","709 Elm St, City 19, USA",UPS - TRK897685,Product-831,Best Wishes!,Bob,Emma Smith,SN415709
Best Buy,ORD457352,25-06-2025,PO41457,GBP,282.39,14.77,33.43,38.88,3115.61,3106.29,361.11,B06013656,Used - Acceptable,11,PayPal,Pending,Pending,27-05-2025,Standard,"284 Main St, City 21, USA","695 Elm St, City 57, USA",DHL - TRK622779,Product-375,Enjoy your gift!,Bob,John Doe,SN917504
eBay,ORD422476,16-02-2025,PO83346,USD,371.16,29.34,31.67,242.54,1674.27,1855.8,146.9,B07695498,New,5,PayPal,Shipped,Delivered,11-07-2025,Standard,"675 Main St, City 2, USA","72 Elm St, City 85, USA",FedEx - TRK224981,Product-210,,,John Doe,SN374654
eBay,ORD714808,17-05-2025,PO52752,GBP,901.87,179.53,13.45,1246.66,7063.15,8116.83,1203.35,B09650994,New,9,Credit Card,Processing,In Transit,03-03-2025,Standard,"104 Main St, City 24, USA","517 Elm St, City 58, USA",FedEx - TRK180945,Product-767,Best Wishes!,Charlie,John Doe,SN768349
Amazon,ORD451544,13-06-2025,PO74194,GBP,316.85,51.62,14.7,656.71,2894.96,3485.35,614.83,B08394683,New,11,PayPal,Shipped,Delivered,11-03-2025,Same-Day,"859 Main St, City 26, USA","154 Elm St, City 14, USA",DHL - TRK847115,Product-948,Happy Birthday!,,,SN721705
eBay,ORD819217,08-11-2025,PO89504,USD,189.58,26.59,8.07,34.87,568.53,568.74,69.99,B09645822,Used - Good,3,PayPal,Processing,In Transit,24-12-2025,Same-Day,"24 Main St, City 46, USA","920 Elm St, City 91, USA",FedEx - TRK344115,Product-529,Best Wishes!,Bob,,SN581727
eBay,ORD929751,25-03-2025,PO70395,USD,63.7,9.58,20.25,126.05,731.88,828.1,144.24,B04178343,Used - Good,13,Credit Card,Pending,Delivered,07-12-2025,Expedited,"870 Main St, City 88, USA","83 Elm St, City 71, USA",FedEx - TRK839311,Product-784,Enjoy your gift!,Alice,Michael Brown,SN831372
Best Buy,ORD706339,10-11-2025,PO49267,USD,314.25,22.81,40.78,106.71,585.38,628.5,109.9,B09474356,Used - Good,2,Debit Card,Shipped,Pending,14-01-2025,Standard,"539 Main St, City 69, USA","52 Elm St, City 97, USA",UPS - TRK916618,Product-702,Enjoy your gift!,David,,SN394575
Best Buy,ORD429615,11-04-2025,PO62306,GBP,135.3,24.14,26.53,313.21,1496.36,1758.9,254.33,B01461013,Used - Acceptable,13,PayPal,Processing,Delivered,19-02-2025,Standard,"93 Main St, City 17, USA","420 Elm St, City 73, USA",DHL - TRK192229,Product-551,Congratulations!,,John Doe,SN891420
Amazon,ORD490388,05-10-2025,PO75982,USD,947.39,69.94,31.49,1219.45,12145.44,13263.46,1095.19,B07628397,Used - Good,14,Debit Card,Processing,Delivered,13-07-2025,Expedited,"54 Main St, City 12, USA","203 Elm St, City 74, USA",UPS - TRK714150,Product-659,Congratulations!,Alice,,SN682102
eBay,ORD919887,13-01-2025,PO13786,EUR,239.06,22.95,43.37,231.88,4376.58,4542.14,601.5,B01884398,Used - Acceptable,19,Debit Card,Processing,Pending,09-04-2025,Same-Day,"847 Main St, City 39, USA","28 Elm St, City 57, USA",UPS - TRK589129,Product-470,Happy Birthday!,Charlie,Emma Smith,SN138604
eBay,ORD711820,17-12-2025,PO49317,GBP,463.63,55.97,34.85,963.73,4227.02,5099.93,850.63,B04626443,Used - Acceptable,11,Debit Card,Shipped,In Transit,03-09-2025,Same-Day,"633 Main St, City 97, USA","334 Elm St, City 18, USA",UPS - TRK994227,Product-109,Congratulations!,Alice,Michael Brown,SN250706
Amazon,ORD183812,23-06-2025,PO23107,EUR,497.66,68.55,47.27,605.91,2993.53,3483.62,422.13,B05108684,New,7,Debit Card,Pending,In Transit,25-05-2025,Expedited,"134 Main St, City 15, USA","909 Elm St, City 14, USA",FedEx - TRK182734,Product-595,Enjoy your gift!,Charlie,Emma Smith,SN676567
eBay,ORD768958,06-03-2025,PO64056,USD,786.46,144.72,31.79,1066.99,5401.2,6291.68,818.59,B06869580,New,8,PayPal,Processing,Delivered,18-06-2025,Standard,"248 Main St, City 47, USA","291 Elm St, City 6, USA",UPS - TRK138786,Product-841,,Charlie,Emma Smith,SN368172
Best Buy,ORD863407,09-01-2025,PO22744,USD,299.61,55.67,7.02,388.45,3269.56,3595.32,260.66,B05552012,Used - Good,12,Credit Card,Processing,Delivered,11-01-2025,Same-Day,"857 Main St, City 61, USA","559 Elm St, City 89, USA",UPS - TRK259356,Product-950,,David,,SN439525
Amazon,ORD447654,28-07-2025,PO68650,EUR,257.08,49.16,17.09,329.74,2307.31,2570.8,318.39,B09316796,Used - Good,10,Debit Card,Processing,Pending,09-07-2025,Same-Day,"152 Main St, City 55, USA","493 Elm St, City 36, USA",DHL - TRK432495,Product-401,Happy Birthday!,Charlie,Michael Brown,SN374575
Amazon,ORD209260,10-10-2025,PO27374,USD,70.75,4.02,12.6,59.11,877.26,919.75,141.37,B05923293,New,13,Credit Card,Shipped,Pending,08-07-2025,Same-Day,"998 Main St, City 44, USA","363 Elm St, City 1, USA",DHL - TRK231915,Product-104,Enjoy your gift!,Bob,Emma Smith,SN356652
eBay,ORD575778,08-06-2025,PO50365,EUR,457.31,79.49,43.5,504.14,7393.12,7774.27,517.43,B09884934,New,17,PayPal,Shipped,Delivered,01-03-2025,Expedited,"535 Main St, City 84, USA","121 Elm St, City 45, USA",DHL - TRK431144,Product-731,Congratulations!,Alice,,SN873377
Amazon,ORD587602,24-05-2025,PO92904,USD,592.43,69.82,34.87,941.04,5680.38,6516.73,1269.47,B01209277,Used - Acceptable,11,PayPal,Pending,Delivered,15-10-2025,Standard,"4 Main St, City 75, USA","408 Elm St, City 39, USA",FedEx - TRK765671,Product-788,Best Wishes!,Alice,Michael Brown,SN857235
Best Buy,ORD365935,19-01-2025,PO76813,EUR,198.33,37.77,29.98,106.8,1349.26,1388.31,209.81,B03077581,New,7,Credit Card,Pending,Pending,05-07-2025,Expedited,"91 Main St, City 63, USA","939 Elm St, City 51, USA",DHL - TRK651794,Product-666,Congratulations!,David,John Doe,SN643932
eBay,ORD340946,01-09-2025,PO83352,GBP,283.18,47.64,32.94,709.44,3902.02,4530.88,546.68,B03415558,New,16,Debit Card,Shipped,In Transit,05-11-2025,Standard,"507 Main St, City 53, USA","147 Elm St, City 23, USA",FedEx - TRK934691,Product-437,Best Wishes!,Charlie,John Doe,SN900693
Best Buy,ORD202238,10-03-2025,PO45653,USD,583.92,44.43,15.21,297.02,1514.38,1751.76,327.16,B07818043,New,3,PayPal,Processing,Pending,24-04-2025,Expedited,"661 Main St, City 84, USA","846 Elm St, City 40, USA",UPS - TRK124739,Product-253,Enjoy your gift!,,Michael Brown,SN489631
Best Buy,ORD198918,07-07-2025,PO61059,USD,543.64,92.15,10.1,837.36,6875.85,7610.96,703.08,B08103834,New,14,Credit Card,Pending,In Transit,22-06-2025,Expedited,"76 Main St, City 65, USA","628 Elm St, City 27, USA",FedEx - TRK336286,Product-202,Enjoy your gift!,Alice,Michael Brown,SN639559
Amazon,ORD950769,09-05-2025,PO29919,USD,954.08,108.47,28.96,3106.65,14204.22,17173.44,3290.99,B04274328,Used - Acceptable,18,Debit Card,Pending,Pending,11-05-2025,Standard,"214 Main St, City 3, USA","204 Elm St, City 93, USA",FedEx - TRK440253,Product-760,Happy Birthday!,,John Doe,SN977475
eBay,ORD268489,21-02-2025,PO94460,USD,903.05,79.14,30.87,304.89,17866.12,18061.0,1172.04,B07487224,Used - Good,20,Credit Card,Pending,In Transit,14-10-2025,Expedited,"212 Main St, City 70, USA","255 Elm St, City 61, USA",DHL - TRK869403,Product-815,Happy Birthday!,Charlie,Emma Smith,SN147566
Amazon,ORD511008,01-10-2025,PO39374,EUR,183.17,35.82,5.03,173.82,2980.92,3113.89,306.81,B05136401,New,17,Debit Card,Shipped,In Transit,03-11-2025,Expedited,"514 Main St, City 67, USA","933 Elm St, City 82, USA",UPS - TRK738553,Product-402,Congratulations!,Bob,Michael Brown,SN188957
Best Buy,ORD519696,08-05-2025,PO58939,USD,712.29,59.5,31.03,837.72,7800.29,8547.48,1198.87,B01039405,Used - Acceptable,12,Debit Card,Processing,In Transit,27-05-2025,Same-Day,"723 Main St, City 8, USA","742 Elm St, City 29, USA",DHL - TRK217460,Product-402,Best Wishes!,Bob,John Doe,SN517014
Best Buy,ORD800491,13-11-2025,PO33198,GBP,73.05,7.51,22.76,20.14,375.38,365.25,64.81,B02934027,Used - Acceptable,5,PayPal,Pending,Pending,17-08-2025,Same-Day,"998 Main St, City 46, USA","519 Elm St, City 43, USA",FedEx - TRK529737,Product-278,Best Wishes!,Bob,John Doe,SN726993
eBay,ORD174917,20-04-2025,PO28437,USD,566.79,53.13,12.88,1109.33,8025.32,9068.64,816.92,B04440073,New,16,Credit Card,Pending,In Transit,16-10-2025,Standard,"311 Main St, City 99, USA","990 Elm St, City 27, USA",UPS - TRK813586,Product-826,,David,,SN955513
Best Buy,ORD903790,05-12-2025,PO41788,GBP,999.16,194.5,7.97,1351.78,15836.41,16985.72,2856.72,B07793012,Used - Good,17,Debit Card,Pending,Delivered,14-07-2025,Same-Day,"626 Main St, City 26, USA","958 Elm St, City 64, USA",DHL - TRK357936,Product-718,Enjoy your gift!,Bob,John Doe,SN692144
Best Buy,ORD320967,03-04-2025,PO95008,GBP,662.49,56.85,23.24,2077.07,8602.86,10599.84,1589.41,B05669595,Used - Good,16,PayPal,Pending,In Transit,28-08-2025,Standard,"283 Main St, City 70, USA","614 Elm St, City 65, USA",FedEx - TRK273492,Product-885,,Alice,John Doe,SN283411
eBay,ORD128109,23-01-2025,PO14588,USD,832.61,159.35,12.99,59.55,945.4,832.61,95.78,B02850337,Used - Good,1,Credit Card,Shipped,Delivered,05-01-2025,Same-Day,"854 Main St, City 31, USA","412 Elm St, City 89, USA",UPS - TRK351002,Product-263,Best Wishes!,Bob,John Doe,SN406640
eBay,ORD533202,23-07-2025,PO37070,EUR,164.15,24.03,47.35,226.01,2635.92,2790.55,177.95,B08205982,New,17,PayPal,Pending,In Transit,09-03-2025,Standard,"122 Main St, City 95, USA","316 Elm St, City 93, USA",FedEx - TRK445777,Product-775,Happy Birthday!,David,,SN567059
Amazon,ORD577736,17-06-2025,PO73548,EUR,858.23,149.35,46.76,1802.74,10408.59,12015.22,1417.94,B01204600,Used - Good,14,Debit Card,Processing,In Transit,10-05-2025,Expedited,"414 Main St, City 60, USA","866 Elm St, City 52, USA",UPS - TRK883729,Product-627,Enjoy your gift!,Bob,Michael Brown,SN661943
Best Buy,ORD845727,01-07-2025,PO49474,USD,393.74,63.34,19.59,1090.71,4898.32,5906.1,856.67,B07329653,Used - Acceptable,15,PayPal,Processing,Pending,11-05-2025,Expedited,"835 Main St, City 4, USA","583 Elm St, City 3, USA",DHL - TRK184729,Product-899,Best Wishes!,Bob,John Doe,SN771640
Best Buy,ORD827227,15-10-2025,PO13668,EUR,146.88,18.83,13.18,118.82,2263.27,2350.08,316.2,B06954675,Used - Acceptable,16,PayPal,Processing,In Transit,27-09-2025,Standard,"457 Main St, City 55, USA","215 Elm St, City 41, USA",DHL - TRK811790,Product-884,Congratulations!,David,,SN318089
Best Buy,ORD819009,14-02-2025,PO53740,EUR,371.06,59.09,10.19,98.96,4423.04,4452.72,508.55,B07987642,Used - Good,12,Debit Card,Pending,In Transit,10-08-2025,Same-Day,"941 Main St, City 61, USA","90 Elm St, City 5, USA",DHL - TRK975585,Product-899,Enjoy your gift!,David,,SN596574
Amazon,ORD366785,22-02-2025,PO62222,EUR,946.6,55.14,46.51,2022.7,8491.55,10412.6,2064.71,B05895136,Used - Acceptable,11,Debit Card,Shipped,In Transit,27-01-2025,Standard,"919 Main St, City 12, USA","334 Elm St, City 43, USA",FedEx - TRK984524,Product-714,Enjoy your gift!,Bob,,SN416250
Best Buy,ORD210298,11-09-2025,PO16287,GBP,517.21,61.8,11.84,102.91,2039.57,2068.84,326.17,B02578581,Used - Good,4,Credit Card,Processing,Pending,27-01-2025,Same-Day,"195 Main St, City 12, USA","531 Elm St, City 57, USA",FedEx - TRK121663,Product-863,Congratulations!,Alice,John Doe,SN865702
Best Buy,ORD540696,02-03-2025,PO36605,USD,437.73,64.03,26.72,717.83,8127.52,8754.6,1050.52,B01498311,Used - Acceptable,20,PayPal,Processing,Delivered,15-12-2025,Same-Day,"866 Main St, City 62, USA","746 Elm St, City 61, USA",FedEx - TRK362031,Product-936,Enjoy your gift!,,Michael Brown,SN108707
Amazon,ORD210467,10-01-2025,PO10436,EUR,671.42,67.8,49.21,159.93,6671.28,6714.2,932.29,B05416633,New,10,Credit Card,Shipped,Pending,09-04-2025,Same-Day,"584 Main St, City 68, USA","414 Elm St, City 28, USA",UPS - TRK841580,Product-857,,Charlie,,SN360122
Best Buy,ORD153579,21-05-2025,PO92025,EUR,536.44,97.36,48.12,272.57,3627.99,3755.08,344.55,B08598885,Used - Acceptable,7,Credit Card,Processing,In Transit,01-10-2025,Same-Day,"255 Main St, City 45, USA","150 Elm St, City 51, USA",DHL - TRK717340,Product-694,Best Wishes!,David,John Doe,SN320727
eBay,ORD643449,12-12-2025,PO65051,EUR,725.24,86.43,35.51,496.67,7602.91,7977.64,1260.82,B08814181,Used - Acceptable,11,PayPal,Processing,Pending,14-01-2025,Expedited,"503 Main St, City 40, USA","76 Elm St, City 1, USA",DHL - TRK996882,Product-970,Happy Birthday!,Alice,John Doe,SN153755
Amazon,ORD428254,13-07-2025,PO95938,GBP,936.86,83.97,41.57,1567.72,9800.14,11242.32,1563.35,B06792786,Used - Acceptable,12,Debit Card,Shipped,In Transit,05-02-2025,Expedited,"679 Main St, City 35, USA","465 Elm St, City 47, USA",DHL - TRK381481,Product-440,,,Michael Brown,SN342671
Best Buy,ORD430930,14-02-2025,PO90953,USD,52.72,3.68,31.96,14.64,390.04,369.04,42.53,B03335231,Used - Acceptable,7,PayPal,Shipped,Delivered,04-07-2025,Standard,"913 Main St, City 34, USA","975 Elm St, City 2, USA",FedEx - TRK404882,Product-157,Happy Birthday!,David,John Doe,SN945326
eBay,ORD794110,01-03-2025,PO67331,GBP,538.04,29.78,29.56,645.42,5870.4,6456.48,740.76,B07557162,Used - Acceptable,12,Debit Card,Shipped,In Transit,08-03-2025,Expedited,"292 Main St, City 33, USA","213 Elm St, City 18, USA",UPS - TRK861101,Product-109,,David,Michael Brown,SN364347
eBay,ORD191802,05-10-2025,PO24968,GBP,566.17,91.77,11.69,56.5,2877.81,2830.85,417.04,B04790455,New,5,Credit Card,Processing,Delivered,15-05-2025,Same-Day,"760 Main St, City 94, USA","857 Elm St, City 6, USA",FedEx - TRK337737,Product-948,,Bob,John Doe,SN124588
eBay,ORD432689,20-07-2025,PO95031,GBP,183.57,14.87,16.21,28.46,553.33,550.71,108.4,B02586682,New,3,PayPal,Processing,Delivered,08-10-2025,Expedited,"610 Main St, City 28, USA","322 Elm St, City 37, USA",FedEx - TRK127776,Product-717,Enjoy your gift!,Bob,Michael Brown,SN918551
eBay,ORD856432,11-10-2025,PO48381,EUR,662.56,98.06,13.62,1683.81,11016.51,12588.64,2196.68,B07471299,Used - Acceptable,19,PayPal,Processing,Delivered,07-06-2025,Standard,"355 Main St, City 99, USA","505 Elm St, City 91, USA",FedEx - TRK343400,Product-448,Happy Birthday!,Alice,Emma Smith,SN955138
Best Buy,ORD232437,08-08-2025,PO99743,EUR,909.14,92.56,25.55,433.1,11503.83,11818.82,853.55,B09421189,New,13,PayPal,Processing,Pending,05-10-2025,Expedited,"893 Main St, City 69, USA","931 Elm St, City 46, USA",DHL - TRK162365,Product-398,Congratulations!,Alice,Michael Brown,SN862037
Amazon,ORD782427,01-06-2025,PO36419,USD,636.41,112.61,44.8,117.24,12131.96,12091.79,1662.63,B03714239,New,19,Credit Card,Processing,Delivered,19-10-2025,Expedited,"987 Main St, City 37, USA","731 Elm St, City 89, USA",UPS - TRK525910,Product-535,Best Wishes!,Alice,Emma Smith,SN872876
Best Buy,ORD559134,13-02-2025,PO19060,GBP,140.73,9.61,42.93,15.54,1022.11,985.11,166.99,B01539901,Used - Acceptable,7,Credit Card,Pending,Pending,01-01-2025,Standard,"691 Main St, City 19, USA","925 Elm St, City 73, USA",DHL - TRK396805,Product-507,Enjoy your gift!,Alice,Emma Smith,SN511434
Amazon,ORD285560,24-10-2025,PO24961,EUR,704.6,130.98,11.33,136.85,1414.66,1409.2,245.71,B06191196,New,2,Credit Card,Pending,Pending,09-02-2025,Standard,"626 Main St, City 39, USA","154 Elm St, City 2, USA",UPS - TRK566903,Product-588,Happy Birthday!,David,John Doe,SN333306
Best Buy,ORD813316,14-10-2025,PO58268,USD,484.73,30.45,15.56,1848.12,7892.49,9694.6,783.31,B06556229,Used - Acceptable,20,Credit Card,Processing,Delivered,09-08-2025,Expedited,"416 Main St, City 68, USA","172 Elm St, City 71, USA",FedEx - TRK756936,Product-621,Congratulations!,Alice,Emma Smith,SN609295
eBay,ORD973961,26-12-2025,PO97557,GBP,78.19,13.26,45.74,25.54,658.98,625.52,63.27,B06138535,Used - Acceptable,8,Credit Card,Pending,Pending,17-05-2025,Standard,"416 Main St, City 67, USA","735 Elm St, City 59, USA",DHL - TRK751556,Product-985,Happy Birthday!,Bob,John Doe,SN444618
Best Buy,ORD338092,05-07-2025,PO63151,EUR,226.34,23.1,24.29,326.15,3116.34,3395.1,415.77,B05428725,New,15,PayPal,Processing,In Transit,20-09-2025,Standard,"789 Main St, City 85, USA","38 Elm St, City 72, USA",UPS - TRK547261,Product-201,Enjoy your gift!,David,Emma Smith,SN289675
eBay,ORD325296,20-02-2025,PO80854,EUR,111.61,8.73,21.83,91.49,1278.39,1339.32,175.78,B03692320,Used - Acceptable,12,Credit Card,Processing,Pending,12-01-2025,Expedited,"400 Main St, City 97, USA","765 Elm St, City 26, USA",UPS - TRK629920,Product-925,,Alice,Emma Smith,SN743470
Best Buy,ORD679815,07-04-2025,PO37525,USD,374.91,57.57,39.35,133.65,713.09,749.82,46.85,B09739318,New,2,Credit Card,Processing,Delivered,16-03-2025,Same-Day,"626 Main St, City 9, USA","863 Elm St, City 27, USA",DHL - TRK729835,Product-105,Enjoy your gift!,Alice,,SN696761
Amazon,ORD426887,08-11-2025,PO70262,EUR,737.94,102.98,28.46,323.03,4973.99,5165.58,959.81,B02249747,New,7,Credit Card,Processing,Pending,19-05-2025,Standard,"776 Main St, City 87, USA","398 Elm St, City 42, USA",UPS - TRK788195,Product-957,Best Wishes!,,,SN449390
Amazon,ORD614968,02-01-2025,PO56179,USD,433.86,30.53,9.45,224.27,2418.87,2603.16,181.85,B07604147,Used - Good,6,PayPal,Pending,Pending,11-04-2025,Expedited,"977 Main St, City 60, USA","534 Elm St, City 85, USA",UPS - TRK809175,Product-559,,Charlie,Emma Smith,SN633045
eBay,ORD346841,06-09-2025,PO34660,GBP,652.82,50.34,25.68,34.8,1999.68,1958.46,174.61,B03849589,Used - Acceptable,3,Credit Card,Pending,Delivered,04-02-2025,Same-Day,"593 Main St, City 36, USA","96 Elm St, City 32, USA",DHL - TRK293285,Product-765,Enjoy your gift!,Charlie,,SN853206
eBay,ORD631451,23-11-2025,PO41790,USD,298.66,20.25,29.58,5.77,3329.32,3285.26,450.27,B05937833,New,11,PayPal,Processing,Pending,08-08-2025,Expedited,"71 Main St, City 22, USA","859 Elm St, City 42, USA",FedEx - TRK473337,Product-408,Best Wishes!,Alice,,SN575081
Best Buy,ORD235697,28-09-2025,PO74083,USD,430.3,61.92,22.95,220.6,2876.37,3012.1,459.78,B08274757,Used - Good,7,PayPal,Shipped,In Transit,25-01-2025,Standard,"129 Main St, City 38, USA","560 Elm St, City 90, USA",DHL - TRK614458,Product-163,Best Wishes!,David,John Doe,SN928239
Best Buy,ORD720886,24-06-2025,PO22246,EUR,703.97,40.43,29.72,150.08,12591.53,12671.46,2520.57,B07932595,Used - Good,18,Credit Card,Shipped,In Transit,03-10-2025,Standard,"825 Main St, City 22, USA","698 Elm St, City 78, USA",FedEx - TRK864311,Product-687,Enjoy your gift!,David,John Doe,SN383234
eBay,ORD212034,22-03-2025,PO71297,USD,478.0,74.77,39.89,39.19,553.47,478.0,26.16,B02163245,Used - Good,1,Debit Card,Shipped,In Transit,11-02-2025,Same-Day,"593 Main St, City 23, USA","102 Elm St, City 12, USA",DHL - TRK649687,Product-427,Enjoy your gift!,Bob,,SN175335
eBay,ORD999836,25-06-2025,PO72284,USD,50.52,2.82,5.79,126.38,791.59,909.36,71.11,B02784298,Used - Acceptable,18,Debit Card,Shipped,In Transit,24-12-2025,Standard,"253 Main St, City 23, USA","539 Elm St, City 28, USA",DHL - TRK981853,Product-233,Best Wishes!,,John Doe,SN497879
eBay,ORD670879,13-06-2025,PO41569,USD,829.3,51.11,41.71,795.96,5101.96,5805.1,809.05,B05651648,Used - Acceptable,7,Debit Card,Shipped,Pending,15-09-2025,Expedited,"471 Main St, City 19, USA","752 Elm St, City 3, USA",FedEx - TRK362709,Product-342,Happy Birthday!,Charlie,Michael Brown,SN705548
Best Buy,ORD710095,18-08-2025,PO38066,EUR,761.3,72.87,38.48,2622.33,12715.02,15226.0,2796.36,B03838438,Used - Acceptable,20,PayPal,Shipped,In Transit,06-09-2025,Expedited,"545 Main St, City 93, USA","525 Elm St, City 34, USA",UPS - TRK670533,Product-897,Enjoy your gift!,Alice,Emma Smith,SN455072
Best Buy,ORD879367,25-07-2025,PO92016,USD,274.78,46.5,46.55,145.18,1596.55,1648.68,313.81,B04342372,New,6,Debit Card,Processing,In Transit,20-09-2025,Expedited,"561 Main St, City 18, USA","637 Elm St, City 61, USA",UPS - TRK186855,Product-935,Congratulations!,Alice,Emma Smith,SN177236
eBay,ORD796592,22-12-2025,PO19848,GBP,359.97,71.82,31.03,33.81,788.98,719.94,81.08,B09491443,Used - Acceptable,2,Credit Card,Shipped,Delivered,22-03-2025,Expedited,"834 Main St, City 20, USA","255 Elm St, City 41, USA",DHL - TRK999909,Product-408,Best Wishes!,,,SN127282
Best Buy,ORD209057,01-01-2025,PO69556,GBP,585.51,65.68,48.28,444.92,3767.61,4098.57,687.39,B08611364,Used - Good,7,Credit Card,Processing,Pending,09-02-2025,Standard,"980 Main St, City 52, USA","37 Elm St, City 47, USA",FedEx - TRK525030,Product-581,Best Wishes!,,John Doe,SN215109
Amazon,ORD624923,01-02-2025,PO87970,GBP,858.37,151.6,28.44,20.04,4451.85,4291.85,717.93,B02966828,New,5,Credit Card,Processing,Delivered,18-05-2025,Expedited,"56 Main St, City 10, USA","79 Elm St, City 62, USA",UPS - TRK301562,Product-789,Best Wishes!,David,John Doe,SN779265
Amazon,ORD275773,09-10-2025,PO34065,GBP,390.62,76.21,22.6,277.62,2164.91,2343.72,273.4,B06823851,Used - Acceptable,6,Credit Card,Processing,Delivered,06-09-2025,Standard,"662 Main St, City 94, USA","906 Elm St, City 95, USA",UPS - TRK522127,Product-694,Congratulations!,Bob,John Doe,SN682253
Amazon,ORD735397,20-07-2025,PO74528,USD,282.66,35.01,25.13,125.83,2478.25,2543.94,437.72,B02439136,Used - Acceptable,9,Credit Card,Shipped,In Transit,02-10-2025,Same-Day,"904 Main St, City 31, USA","51 Elm St, City 44, USA",FedEx - TRK682852,Product-471,Congratulations!,,Emma Smith,SN843668
Best Buy,ORD625066,20-04-2025,PO33663,EUR,439.01,27.23,17.56,117.25,6512.69,6585.15,649.69,B01903757,New,15,Credit Card,Processing,Delivered,01-09-2025,Standard,"331 Main St, City 82, USA","421 Elm St, City 70, USA",UPS - TRK997409,Product-732,Happy Birthday!,David,Michael Brown,SN874548
Amazon,ORD721007,08-07-2025,PO93775,GBP,843.67,131.32,19.6,65.77,1772.49,1687.34,143.34,B09546148,Used - Acceptable,2,Credit Card,Processing,Delivered,09-11-2025,Expedited,"130 Main St, City 99, USA","377 Elm St, City 30, USA",UPS - TRK342760,Product-387,,Charlie,John Doe,SN458291
