CustomerID,CustomerName,CustomerCategoryName,PrimaryContact,AlternateContact,PhoneNumber,FaxNumber,BuyingGroupName,WebsiteURL,DeliveryMethod,CityName,DeliveryLocation,DeliveryRun,RunPosition
100,"Tailspin Toys (Tunnelhill, PA)",Novelty Shop,Bhavani Bhowmick,Ivica Debeljak,(215) 555-0100,(215) 555-0101,Tailspin Toys,http://www.tailspintoys.com/Tunnelhill,Delivery Van,Tunnelhill,0xE6100000010CEC6CC83F333D44408C248B459DA253C0,,
99,"Tailspin Toys (Guin, AL)",Novelty Shop,Victoria Ene,Panit Meesang,(205) 555-0100,(205) 555-0101,Tailspin Toys,http://www.tailspintoys.com/Guin,Delivery Van,Guin,0xE6100000010C99092BBA9AFB4040484211418BFA55C0,,
101,"Tailspin Toys (Cundiyo, NM)",Novelty Shop,Yasmine Berggren,Anima Bagchi,(505) 555-0100,(505) 555-0101,Tailspin Toys,http://www.tailspintoys.com/Cundiyo,Delivery Van,Cundiyo,0xE6100000010C05CA5CCFC6FA41408E1546C45E795AC0,,
105,"Tailspin Toys (Tomnolen, MS)",Novelty Shop,Sung-Hwan Hwang,Reigo Rebane,(228) 555-0100,(228) 555-0101,Tailspin Toys,http://www.tailspintoys.com/Tomnolen,Delivery Van,Tomnolen,0xE6100000010C1C107C670FBE4040CCA5A77E145756C0,,
106,"Tailspin Toys (Tumacacori, AZ)",Novelty Shop,Shiva Pipalia,Aishwarya Beniwal,(480) 555-0100,(480) 555-0101,Tailspin Toys,http://www.tailspintoys.com/Tumacacori,Delivery Van,Tumacacori,0xE6100000010CC5D6FFFF97913F40C519000059C35BC0,,
102,"Tailspin Toys (Fieldbrook, CA)",Novelty Shop,Tea Koppel,Bozena Palatova,(209) 555-0100,(209) 555-0101,Tailspin Toys,http://www.tailspintoys.com/Fieldbrook,Delivery Van,Fieldbrook,0xE6100000010C7BA8C87C9B7B44402F466E9747025FC0,,
103,"Tailspin Toys (Kalvesta, KS)",Novelty Shop,Naseem Radan,Geza Olteanu,(316) 555-0100,(316) 555-0101,Tailspin Toys,http://www.tailspintoys.com/Kalvesta,Delivery Van,Kalvesta,0xE6100000010C4B66AB819C0743406B3C22F0511259C0,,
109,"Tailspin Toys (South Laguna, CA)",Novelty Shop,Ae-Cha Joo,Jawid Pourali,(209) 555-0100,(209) 555-0101,Tailspin Toys,http://www.tailspintoys.com/SouthLaguna,Delivery Van,South Laguna,0xE6100000010CC1B80A1813C04040C9B5FC1B8F6F5DC0,,
110,"Tailspin Toys (North Crows Nest, IN)",Novelty Shop,Dinara Saparkyzy,Karel Sedlar,(219) 555-0100,(219) 555-0101,Tailspin Toys,http://www.tailspintoys.com/NorthCrowsNest,Delivery Van,North Crows Nest,0xE6100000010C9FB93DF7D4EE43402AEF99DB738A55C0,,
104,"Tailspin Toys (Wallagrass, ME)",Novelty Shop,Laboni Deb,Antonin Klaus,(207) 555-0100,(207) 555-0101,Tailspin Toys,http://www.tailspintoys.com/Wallagrass,Delivery Van,Wallagrass,0xE6100000010CBB6E00EC92904740429D4DA2392651C0,,
107,"Tailspin Toys (Glen Avon, CA)",Novelty Shop,Karie Mercier,Milada Buresova,(209) 555-0100,(209) 555-0101,Tailspin Toys,http://www.tailspintoys.com/GlenAvon,Delivery Van,Glen Avon,0xE6100000010CA1421ABA7E01414050429F7E065F5DC0,,
108,"Tailspin Toys (Bernie, MO)",Novelty Shop,Bhanu Thota,Cyrus Poursokh,(314) 555-0100,(314) 555-0101,Tailspin Toys,http://www.tailspintoys.com/Bernie,Delivery Van,Bernie,0xE6100000010CFCEA05FA9F55424042C41737FF7D56C0,,
111,"Tailspin Toys (Oriole Beach, FL)",Novelty Shop,Adam Dvorak,Dhanishta Vankayala,(239) 555-0100,(239) 555-0101,Tailspin Toys,http://www.tailspintoys.com/OrioleBeach,Delivery Van,Oriole Beach,0xE6100000010C6F682508B25F3E40D333BDC4D8C555C0,,
113,"Tailspin Toys (Dahlia, NM)",Novelty Shop,Jae-Hwa Jang,Clara Cunha,(505) 555-0100,(505) 555-0101,Tailspin Toys,http://www.tailspintoys.com/Dahlia,Delivery Van,Dahlia,0xE6100000010CCBF21A608B8F41408F68A78BB9515AC0,,
116,"Tailspin Toys (Rafael Capó, PR)",Novelty Shop,Toma Nastase,Arjuna Haldar,(787) 555-0100,(787) 555-0101,Tailspin Toys,http://www.tailspintoys.com/RafaelCapó,Delivery Van,Rafael Capó,0xE6100000010CFD9EFDED576632407AEA47799CB250C0,,
112,"Tailspin Toys (Sallyards, KS)",Novelty Shop,Ingrida Celmina,Be Dang,(316) 555-0100,(316) 555-0101,Tailspin Toys,http://www.tailspintoys.com/Sallyards,Delivery Van,Sallyards,0xE6100000010C0B47EB0324E94240DB76908D762058C0,,
115,"Tailspin Toys (Bethania, NC)",Novelty Shop,Jagoda Vasiljevic,Eero Raud,(252) 555-0100,(252) 555-0101,Tailspin Toys,http://www.tailspintoys.com/Bethania,Delivery Van,Bethania,0xE6100000010CC78B3B9457174240A6817A8EA31554C0,,
114,"Tailspin Toys (Cherry Grove Beach, SC)",Novelty Shop,Duck-Hwan Bae,Surya Mishra,(803) 555-0100,(803) 555-0101,Tailspin Toys,http://www.tailspintoys.com/CherryGroveBeach,Delivery Van,Cherry Grove Beach,0xE6100000010C1EB1CC11E8E94040EE47E58123A953C0,,
117,"Tailspin Toys (Scofield, UT)",Novelty Shop,Valerio Cardoso,Zac Wintle,(385) 555-0100,(385) 555-0101,Tailspin Toys,http://www.tailspintoys.com/Scofield,Delivery Van,Scofield,0xE6100000010C52CB7B41B0DC4340F8E4BC5A49CA5BC0,,
118,"Tailspin Toys (Vassalboro, ME)",Novelty Shop,Ileana Aguilar,Cai Nguyen,(207) 555-0100,(207) 555-0101,Tailspin Toys,http://www.tailspintoys.com/Vassalboro,Delivery Van,Vassalboro,0xE6100000010CA05AD82EC83A46402A841FE65C6B51C0,,
119,"Tailspin Toys (Statenville, GA)",Novelty Shop,Tjasa Weitzer,Shefali Bose,(229) 555-0100,(229) 555-0101,Tailspin Toys,http://www.tailspintoys.com/Statenville,Delivery Van,Statenville,0xE6100000010CF5D6C05609B43E405A44B9D9C4C154C0,,
120,"Tailspin Toys (Bratenahl, OH)",Novelty Shop,Lucas Van Veenen,Farzana Saidi,(216) 555-0100,(216) 555-0101,Tailspin Toys,http://www.tailspintoys.com/Bratenahl,Delivery Van,Bratenahl,0xE6100000010C19B8F24872C54440CC608C48146854C0,,
121,"Tailspin Toys (Elrosa, MN)",Novelty Shop,Steven Frasier,Amaranaath Muppavarapu,(218) 555-0100,(218) 555-0101,Tailspin Toys,http://www.tailspintoys.com/Elrosa,Delivery Van,Elrosa,0xE6100000010C32C797F507C8464085FFBE909FBC57C0,,
122,"Tailspin Toys (McClave, CO)",Novelty Shop,Mauri Enestam,Lakshmi Nair,(303) 555-0100,(303) 555-0101,Tailspin Toys,http://www.tailspintoys.com/McClave,Delivery Van,McClave,0xE6100000010C9FFAACD7991143400F61FC346EB659C0,,
126,"Tailspin Toys (Francis Mills, NJ)",Novelty Shop,Akanksha Iyengar,Markus Kantee,(201) 555-0100,(201) 555-0101,Tailspin Toys,http://www.tailspintoys.com/FrancisMills,Delivery Van,Francis Mills,0xE6100000010CEAAB504942114440C7F6B5896E9952C0,,
123,"Tailspin Toys (Roe Park, NY)",Novelty Shop,Ella Zvirbule,Vicente ChÃ¡vez,(212) 555-0100,(212) 555-0101,Tailspin Toys,http://www.tailspintoys.com/RoePark,Delivery Van,Roe Park,0xE6100000010CAC6411D43AA7444066FF97C68A7852C0,,
125,"Tailspin Toys (Annamoriah, WV)",Novelty Shop,Blanka Stavinohova,Josefa Diaz,(304) 555-0100,(304) 555-0101,Tailspin Toys,http://www.tailspintoys.com/Annamoriah,Delivery Van,Annamoriah,0xE6100000010CF5AA84DD667843409D4CDC2A884E54C0,,
124,"Tailspin Toys (Hanoverton, OH)",Novelty Shop,Sevim AydÄ±n,Tamer Ayhan,(216) 555-0100,(216) 555-0101,Tailspin Toys,http://www.tailspintoys.com/Hanoverton,Delivery Van,Hanoverton,0xE6100000010C93DC065A266044408DD31055F83B54C0,,
128,"Tailspin Toys (East Portal, CO)",Novelty Shop,Jure Grabensek,Chompunut Jetjirawat,(303) 555-0100,(303) 555-0101,Tailspin Toys,http://www.tailspintoys.com/EastPortal,Delivery Van,East Portal,0xE6100000010CA2E7BB00A0F343408DE0359E3E695AC0,,
131,"Tailspin Toys (Kwethluk, AK)",Novelty Shop,Darshan Gupta,Prem Reddy,(907) 555-0100,(907) 555-0101,Tailspin Toys,http://www.tailspintoys.com/Kwethluk,Delivery Van,Kwethluk,0xE6100000010CE70AA5E5F6674E404040AD58F22D64C0,,
132,"Tailspin Toys (Minidoka, ID)",Novelty Shop,Akanksha Sarma,Edward Alfred,(208) 555-0100,(208) 555-0101,Tailspin Toys,http://www.tailspintoys.com/Minidoka,Delivery Van,Minidoka,0xE6100000010C972A07697C6045406F5287CB605F5CC0,,
129,"Tailspin Toys (Mineral Hills, MI)",Novelty Shop,Javiera Madera,Geetanjali Bagchi,(231) 555-0100,(231) 555-0101,Tailspin Toys,http://www.tailspintoys.com/MineralHills,Delivery Van,Mineral Hills,0xE6100000010C83C71231800E4740ABEF575C772956C0,,
127,"Tailspin Toys (Point Roberts, WA)",Novelty Shop,Kertu Smirnov,Lovro Kulaga,(206) 555-0100,(206) 555-0101,Tailspin Toys,http://www.tailspintoys.com/PointRoberts,Delivery Van,Point Roberts,0xE6100000010CE906AF02217E48400DFCA886FDC45EC0,,
133,"Tailspin Toys (Lake Erie Beach, NY)",Novelty Shop,Aino Kallas,Dhaaruni Vinjamuri,(212) 555-0100,(212) 555-0101,Tailspin Toys,http://www.tailspintoys.com/LakeErieBeach,Delivery Van,Lake Erie Beach,0xE6100000010C4E69B3A0E64F4540D498107349C453C0,,
134,"Tailspin Toys (Tavares, FL)",Novelty Shop,An Dung Phung,Ioana Ibanescu,(239) 555-0100,(239) 555-0101,Tailspin Toys,http://www.tailspintoys.com/Tavares,Delivery Van,Tavares,0xE6100000010CEE51C94ADDCD3C40973B33C1706E54C0,,
130,"Tailspin Toys (Maple Shade, NJ)",Novelty Shop,Aija Mottola,Elli Berg,(201) 555-0100,(201) 555-0101,Tailspin Toys,http://www.tailspintoys.com/MapleShade,Delivery Van,Maple Shade,0xE6100000010C8C208436EFF943400455A35783BF52C0,,
136,"Tailspin Toys (Mount Montgomery, NV)",Novelty Shop,Anirban Sen,Joel Koivisto,(702) 555-0100,(702) 555-0101,Tailspin Toys,http://www.tailspintoys.com/MountMontgomery,Delivery Van,Mount Montgomery,0xE6100000010CEA78CC4065FD42407F98CE9893945DC0,,
138,"Tailspin Toys (Navassa, NC)",Novelty Shop,Badari Chadalavada,Zala Ude,(252) 555-0100,(252) 555-0101,Tailspin Toys,http://www.tailspintoys.com/Navassa,Delivery Van,Navassa,0xE6100000010C936C1A80B2204140C181DAB97A8053C0,,
137,"Tailspin Toys (Carbonville, UT)",Novelty Shop,Chandrakanta Benjaree,Joy Das,(385) 555-0100,(385) 555-0101,Tailspin Toys,http://www.tailspintoys.com/Carbonville,Delivery Van,Carbonville,0xE6100000010C5496D7005BCF4340490B3C9C65B55BC0,,
135,"Tailspin Toys (Terre du Lac, MO)",Novelty Shop,Gaurav Sikdar,Christian Berggren,(314) 555-0100,(314) 555-0101,Tailspin Toys,http://www.tailspintoys.com/TerreduLac,Delivery Van,Terre du Lac,0xE6100000010CDA18E027B3F44240E52F88A306A856C0,,
139,"Tailspin Toys (Hardeeville, SC)",Novelty Shop,Gabriele Udinesi,Murugan Dewangan,(803) 555-0100,(803) 555-0101,Tailspin Toys,http://www.tailspintoys.com/Hardeeville,Delivery Van,Hardeeville,0xE6100000010C5C6ACE0BC124404080D8D2A3294554C0,,
140,"Tailspin Toys (Furley, KS)",Novelty Shop,Malay PrabhupÄda,Nghi Ly,(316) 555-0100,(316) 555-0101,Tailspin Toys,http://www.tailspintoys.com/Furley,Delivery Van,Furley,0xE6100000010C25E82FF488F04240C7C3D6C79E4D58C0,,
141,"Tailspin Toys (Arrow Rock, MO)",Novelty Shop,Hedi Koppel,Teodors Klavins,(314) 555-0100,(314) 555-0101,Tailspin Toys,http://www.tailspintoys.com/ArrowRock,Delivery Van,Arrow Rock,0xE6100000010CEC00E374ED88434061C1A2C7943C57C0,,
142,"Tailspin Toys (King Cove, AK)",Novelty Shop,Denisa Ioveanu,Cosmin Nutiu,(907) 555-0100,(907) 555-0101,Tailspin Toys,http://www.tailspintoys.com/KingCove,Delivery Van,King Cove,0xE6100000010C4AE0C5B1E4874B409875B5CBED4964C0,,
143,"Tailspin Toys (Ashtabula, OH)",Novelty Shop,Vaclav Polaskova,Georg Valbe,(216) 555-0100,(216) 555-0101,Tailspin Toys,http://www.tailspintoys.com/Ashtabula,Delivery Van,Ashtabula,0xE6100000010C9525DF11BAEE4440BEE5A03A8C3254C0,,
144,"Tailspin Toys (Larose, LA)",Novelty Shop,Pramod Nishad,Avani Aggarwal,(225) 555-0100,(225) 555-0101,Tailspin Toys,http://www.tailspintoys.com/Larose,Delivery Van,Larose,0xE6100000010CD6FCF84B8B923D406EF36B906E9856C0,,
147,"Tailspin Toys (Fishtail, MT)",Novelty Shop,Gilbert Pelland,Ngoc Cao,(406) 555-0100,(406) 555-0101,Tailspin Toys,http://www.tailspintoys.com/Fishtail,Delivery Van,Fishtail,0xE6100000010C94BCDF0D0EBA464011305F0347605BC0,,
149,"Tailspin Toys (Inguadona, MN)",Novelty Shop,Femke Hollenberg,Roman Kubat,(218) 555-0100,(218) 555-0101,Tailspin Toys,http://www.tailspintoys.com/Inguadona,Delivery Van,Inguadona,0xE6100000010CCBC39D66DC7D474039D78BFC558857C0,,
145,"Tailspin Toys (Manahawkin, NJ)",Novelty Shop,Prasong Tuntayakul,Mariela Pasek,(201) 555-0100,(201) 555-0101,Tailspin Toys,http://www.tailspintoys.com/Manahawkin,Delivery Van,Manahawkin,0xE6100000010C465ED6C402D943401C107C678F9052C0,,
151,"Tailspin Toys (Antares, AZ)",Novelty Shop,Donato Araujo,Alaine Berthelette,(480) 555-0100,(480) 555-0101,Tailspin Toys,http://www.tailspintoys.com/Antares,Delivery Van,Antares,0xE6100000010C00529B38B9B54140635EEC62BF735CC0,,
146,"Tailspin Toys (Belgreen, AL)",Novelty Shop,Aija Zvaigzne,Dharanikumaar Sonti,(205) 555-0100,(205) 555-0101,Tailspin Toys,http://www.tailspintoys.com/Belgreen,Delivery Van,Belgreen,0xE6100000010CACC612D6C63C4140D77D117E73F755C0,,
153,"Tailspin Toys (Marcell, MN)",Novelty Shop,Malati Shenoy,Duong Duong,(218) 555-0100,(218) 555-0101,Tailspin Toys,http://www.tailspintoys.com/Marcell,Delivery Van,Marcell,0xE6100000010CD704076AE7CB47409D3C7661356C57C0,,
154,"Tailspin Toys (Eden Valley, MN)",Novelty Shop,Gui-Hyun Ji,Karl Kangur,(218) 555-0100,(218) 555-0101,Tailspin Toys,http://www.tailspintoys.com/EdenValley,Delivery Van,Eden Valley,0xE6100000010C9FC728CFBCA94640A1C6736CF3A257C0,,
150,"Tailspin Toys (Corfu, NY)",Novelty Shop,Brita Jarvi,Lucie Hrdlickova,(212) 555-0100,(212) 555-0101,Tailspin Toys,http://www.tailspintoys.com/Corfu,Delivery Van,Corfu,0xE6100000010C685BCD3AE37A454041A1F9F7F49953C0,,
152,"Tailspin Toys (Sun River, MT)",Novelty Shop,Aleksander Jarvi,Kurt Konecny,(406) 555-0100,(406) 555-0101,Tailspin Toys,http://www.tailspintoys.com/SunRiver,Delivery Van,Sun River,0xE6100000010C0DB045C142C4474037B00BF52AEE5BC0,,
148,"Tailspin Toys (Baraboo, WI)",Novelty Shop,Marcella Napolitani,Pavol Oravec,(262) 555-0100,(262) 555-0101,Tailspin Toys,http://www.tailspintoys.com/Baraboo,Delivery Van,Baraboo,0xE6100000010C14AA40D24CBC4540E2CD7575A26F56C0,,
155,"Tailspin Toys (Arbor Vitae, WI)",Novelty Shop,Michal Polaskova,Debendra Chakraborty,(262) 555-0100,(262) 555-0101,Tailspin Toys,http://www.tailspintoys.com/ArborVitae,Delivery Van,Arbor Vitae,0xE6100000010CAC9B4132D3F54640C922A875766A56C0,,
156,"Tailspin Toys (Hollywood Park, TX)",Novelty Shop,Dilara Ayhan,Virgiliu Vladu,(210) 555-0100,(210) 555-0101,Tailspin Toys,http://www.tailspintoys.com/HollywoodPark,Delivery Van,Hollywood Park,0xE6100000010C23980FADBA993D406553AEF02E9F58C0,,
157,"Tailspin Toys (Saks, AL)",Novelty Shop,Peter Macias,Nasrin Fard,(205) 555-0100,(205) 555-0101,Tailspin Toys,http://www.tailspintoys.com/Saks,Delivery Van,Saks,0xE6100000010C08E3A7716FD9404034565172BD7555C0,,
158,"Tailspin Toys (Donner, LA)",Novelty Shop,Kurt Lukes,Daman Devulapalli,(225) 555-0100,(225) 555-0101,Tailspin Toys,http://www.tailspintoys.com/Donner,Delivery Van,Donner,0xE6100000010C1536A8A21DB23D40DF94A8CD6EBC56C0,,
162,"Tailspin Toys (Glen Park, NY)",Novelty Shop,Nu Bach,Gautama Reddy,(212) 555-0100,(212) 555-0101,Tailspin Toys,http://www.tailspintoys.com/GlenPark,Delivery Van,Glen Park,0xE6100000010CD59D8257260046401A2BD615D8FD52C0,,
159,"Tailspin Toys (Saint Louis Park, MN)",Novelty Shop,Beatrise Bite,Hele Semjonov,(218) 555-0100,(218) 555-0101,Tailspin Toys,http://www.tailspintoys.com/SaintLouisPark,Delivery Van,Saint Louis Park,0xE6100000010CC8AE59D361794640D6D52EB7455657C0,,
160,"Tailspin Toys (Crary, ND)",Novelty Shop,Bishwanath Ghosh,Gasper Jovicevic,(701) 555-0100,(701) 555-0101,Tailspin Toys,http://www.tailspintoys.com/Crary,Delivery Van,Crary,0xE6100000010C03F6871C1109484036D6B441DCA858C0,,
161,"Tailspin Toys (Aspen Park, CO)",Novelty Shop,Gianguido Lucchesi,Harihar Chatterjee,(303) 555-0100,(303) 555-0101,Tailspin Toys,http://www.tailspintoys.com/AspenPark,Delivery Van,Aspen Park,0xE6100000010CC93CF20703C543406BE9769BDC525AC0,,
166,"Tailspin Toys (McCamey, TX)",Novelty Shop,Vlastimil Bohuslav,Beau  Boule,(210) 555-0100,(210) 555-0101,Tailspin Toys,http://www.tailspintoys.com/McCamey,Delivery Van,McCamey,0xE6100000010C195EA4ABCF223F40F57695FF5A8E59C0,,
167,"Tailspin Toys (Rockwall, TX)",Novelty Shop,Nejc Vosnik,Amalendu Veturi,(210) 555-0100,(210) 555-0101,Tailspin Toys,http://www.tailspintoys.com/Rockwall,Delivery Van,Rockwall,0xE6100000010CDA77A0A93277404087CBE0DE6B1D58C0,,
163,"Tailspin Toys (Panaca, NV)",Novelty Shop,Ivonna Ene,Girish Banerjee,(702) 555-0100,(702) 555-0101,Tailspin Toys,http://www.tailspintoys.com/Panaca,Delivery Van,Panaca,0xE6100000010CBE6A65C22FE54240ABFDE77AEC985CC0,,
164,"Tailspin Toys (Rothsville, PA)",Novelty Shop,Ceyhun sahin,Dhir Bhattacharya,(215) 555-0100,(215) 555-0101,Tailspin Toys,http://www.tailspintoys.com/Rothsville,Delivery Van,Rothsville,0xE6100000010C2BBB05B75A1344400F8A9C74111053C0,,
165,"Tailspin Toys (Topstone, CT)",Novelty Shop,Tian Peng,Mariano Costa,(203) 555-0100,(203) 555-0101,Tailspin Toys,http://www.tailspintoys.com/Topstone,Delivery Van,Topstone,0xE6100000010C5139DCFDE0A544400BC33698BC5C52C0,,
168,"Tailspin Toys (Seagraves, TX)",Novelty Shop,Anindo Mazumdar,Tarja Saikkonen,(210) 555-0100,(210) 555-0101,Tailspin Toys,http://www.tailspintoys.com/Seagraves,Delivery Van,Seagraves,0xE6100000010C89A0C5ADDD78404045813E9127A459C0,,
172,"Tailspin Toys (Madrone, NM)",Novelty Shop,Raymond Desforges,Stern Neumann,(505) 555-0100,(505) 555-0101,Tailspin Toys,http://www.tailspintoys.com/Madrone,Delivery Van,Madrone,0xE6100000010C9D3B0B8C064C4140C933D4CDEAAE5AC0,,
173,"Tailspin Toys (Wappingers Falls, NY)",Novelty Shop,Raju Atluri,Cezar Preda,(212) 555-0100,(212) 555-0101,Tailspin Toys,http://www.tailspintoys.com/WappingersFalls,Delivery Van,Wappingers Falls,0xE6100000010C7311DF8959CC4440C7681D554D7A52C0,,
174,"Tailspin Toys (Astor Park, FL)",Novelty Shop,Matyas Bohuslav,Ambaajeeraav Ghattamaneni,(239) 555-0100,(239) 555-0101,Tailspin Toys,http://www.tailspintoys.com/AstorPark,Delivery Van,Astor Park,0xE6100000010CE8740FBF51273D4057CF49EF9B6454C0,,
171,"Tailspin Toys (Ortley Beach, NJ)",Novelty Shop,Raymond Levesque,Linda Fisher,(201) 555-0100,(201) 555-0101,Tailspin Toys,http://www.tailspintoys.com/OrtleyBeach,Delivery Van,Ortley Beach,0xE6100000010C7052E28453FA4340A9BF5E61C18452C0,,
176,"Tailspin Toys (Malott, WA)",Novelty Shop,Banshari De,Sudhir Yadav,(206) 555-0100,(206) 555-0101,Tailspin Toys,http://www.tailspintoys.com/Malott,Delivery Van,Malott,0xE6100000010C895DDBDB2D2448409A6C4D043BED5DC0,,
177,"Tailspin Toys (Orrtanna, PA)",Novelty Shop,Ngai Lam,Camille Hetu,(215) 555-0100,(215) 555-0101,Tailspin Toys,http://www.tailspintoys.com/Orrtanna,Delivery Van,Orrtanna,0xE6100000010C0785F70B2CEC434029D082AB175753C0,,
178,"Tailspin Toys (Armstrong Creek, WI)",Novelty Shop,Hyun-Doo Song,BahadÄ±r Korkmaz,(262) 555-0100,(262) 555-0101,Tailspin Toys,http://www.tailspintoys.com/ArmstrongCreek,Delivery Van,Armstrong Creek,0xE6100000010CD854CCF742D44640697FB1088F1C56C0,,
179,"Tailspin Toys (Hiteman, IA)",Novelty Shop,Gabriela Srbova,Priya kaushal,(319) 555-0100,(319) 555-0101,Tailspin Toys,http://www.tailspintoys.com/Hiteman,Delivery Van,Hiteman,0xE6100000010C07B5DFDA8987444029571DDE183957C0,,
169,"Tailspin Toys (Sinclair, WY)",Novelty Shop,Nils Balodis,Bernadette    Potvin,(307) 555-0100,(307) 555-0101,Tailspin Toys,http://www.tailspintoys.com/Sinclair,Delivery Van,Sinclair,0xE6100000010CFEDDF1DC31E3444016855D143DC75AC0,,
170,"Tailspin Toys (Eastchester, NY)",Novelty Shop,Daniella Barbosa,Nancy Hansson,(212) 555-0100,(212) 555-0101,Tailspin Toys,http://www.tailspintoys.com/Eastchester,Delivery Van,Eastchester,0xE6100000010C6018552BB8714440FF58880E017552C0,,
175,"Tailspin Toys (San Acacia, NM)",Novelty Shop,Julio Correa,Hamsapriya Nandamuri,(505) 555-0100,(505) 555-0101,Tailspin Toys,http://www.tailspintoys.com/SanAcacia,Delivery Van,San Acacia,0xE6100000010CE81AC121AF2041407A2986F590B95AC0,,
180,"Tailspin Toys (Caselton, NV)",Novelty Shop,Serkan senturk,Fatemeh Javan,(702) 555-0100,(702) 555-0101,Tailspin Toys,http://www.tailspintoys.com/Caselton,Delivery Van,Caselton,0xE6100000010C2224C10AA6F54240408DD6AC0E9F5CC0,,
184,"Tailspin Toys (South Euclid, OH)",Novelty Shop,Lata Khandke,Emil Nutiu,(216) 555-0100,(216) 555-0101,Tailspin Toys,http://www.tailspintoys.com/SouthEuclid,Delivery Van,South Euclid,0xE6100000010C00259930F5C24440067C235F2E6154C0,,
185,"Tailspin Toys (Vidrine, LA)",Novelty Shop,Truman Eder,Lale Javan,(225) 555-0100,(225) 555-0101,Tailspin Toys,http://www.tailspintoys.com/Vidrine,Delivery Van,Vidrine,0xE6100000010CB788DE9854B13E40448B6CE77B1957C0,,
183,"Tailspin Toys (Tierra Verde, FL)",Novelty Shop,Kaan Tekin,Harshini Kommineni,(239) 555-0100,(239) 555-0101,Tailspin Toys,http://www.tailspintoys.com/TierraVerde,Delivery Van,Tierra Verde,0xE6100000010CA6A9543F25B13B40C194DCBC4CAE54C0,,
181,"Tailspin Toys (Heilwood, PA)",Novelty Shop,Aahlada Thota,Marten Keskkula,(215) 555-0100,(215) 555-0101,Tailspin Toys,http://www.tailspintoys.com/Heilwood,Delivery Van,Heilwood,0xE6100000010C214894AC794F44401079CBD58FBA53C0,,
182,"Tailspin Toys (Hayes Center, NE)",Novelty Shop,Ayberk sahin,Magda Ciora,(308) 555-0100,(308) 555-0101,Tailspin Toys,http://www.tailspintoys.com/HayesCenter,Delivery Van,Hayes Center,0xE6100000010CD384ED2763414440C1BC1127414159C0,,
186,"Tailspin Toys (Placer, OR)",Novelty Shop,Lorraine Paulet,Yusuf Johansson,(458) 555-0100,(458) 555-0101,Tailspin Toys,http://www.tailspintoys.com/Placer,Delivery Van,Placer,0xE6100000010C3C404173E7504540FA884E852ED45EC0,,
187,"Tailspin Toys (Brown City, MI)",Novelty Shop,Biplab De,Dhanishta Kidambi,(231) 555-0100,(231) 555-0101,Tailspin Toys,http://www.tailspintoys.com/BrownCity,Delivery Van,Brown City,0xE6100000010C97CF4DF62A9B45405D09939856BF54C0,,
191,"Tailspin Toys (Orchard Hill, GA)",Novelty Shop,Ester Ahmadian,Kanika Mazumdar,(229) 555-0100,(229) 555-0101,Tailspin Toys,http://www.tailspintoys.com/OrchardHill,Delivery Van,Orchard Hill,0xE6100000010C647CF376DF97404062F54718860D55C0,,
188,"Tailspin Toys (Premont, TX)",Novelty Shop,Rachelle Brasseur,Bholanath Das,(210) 555-0100,(210) 555-0101,Tailspin Toys,http://www.tailspintoys.com/Premont,Delivery Van,Premont,0xE6100000010C669C2BEF4F5C3B40ACF24E4FE98758C0,,
189,"Tailspin Toys (Wilkes-Barre, PA)",Novelty Shop,Sara Charlton,Libor safranek,(215) 555-0100,(215) 555-0101,Tailspin Toys,http://www.tailspintoys.com/Wilkes-Barre,Delivery Van,Wilkes-Barre,0xE6100000010CB08CB2237A9F44400D8E925767F852C0,,
194,"Tailspin Toys (Naples Park, FL)",Novelty Shop,Thomas Fischer,Neil Logan,(239) 555-0100,(239) 555-0101,Tailspin Toys,http://www.tailspintoys.com/NaplesPark,Delivery Van,Naples Park,0xE6100000010CE79D544502433A406F298CD2CA7354C0,,
190,"Tailspin Toys (Teutopolis, IL)",Novelty Shop,Ramesh Mukherjee,Byung-Hyun Gwak,(217) 555-0100,(217) 555-0101,Tailspin Toys,http://www.tailspintoys.com/Teutopolis,Delivery Van,Teutopolis,0xE6100000010C4FDA0A5009914340BB3E181D351E56C0,,
192,"Tailspin Toys (Optimo, NM)",Novelty Shop,Daniel Magnusson,Cemal Dogan,(505) 555-0100,(505) 555-0101,Tailspin Toys,http://www.tailspintoys.com/Optimo,Delivery Van,Optimo,0xE6100000010CFF0AF4E4F5F1414003571E496E335AC0,,
197,"Tailspin Toys (Magalia, CA)",Novelty Shop,Mani Poddar,Rama Mukaddam,(209) 555-0100,(209) 555-0101,Tailspin Toys,http://www.tailspintoys.com/Magalia,Delivery Van,Magalia,0xE6100000010C2AF23515F3E743405EE5BFF602655EC0,,
193,"Tailspin Toys (Knifley, KY)",Novelty Shop,Jack Carpenter,Am Lieu,(270) 555-0100,(270) 555-0101,Tailspin Toys,http://www.tailspintoys.com/Knifley,Delivery Van,Knifley,0xE6100000010C0DC0AB8A159F4240DE8FDB2F1F4C55C0,,
196,"Tailspin Toys (Howells, NE)",Novelty Shop,Alinne Cardoso,Uma Pandit,(308) 555-0100,(308) 555-0101,Tailspin Toys,http://www.tailspintoys.com/Howells,Delivery Van,Howells,0xE6100000010C1AF44AFECCDC44409BDFD5172E4058C0,,
